UNIXTime,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,MonthOfYear,DayOfYear,WeekOfYear,TimeOfDay(h),TimeOfDay(m),TimeOfDay(s),DayLength(s)
1474845024,1020.82,64,30.46,67,359.92,7.87,9,269,39,13,790,47424,43440
1474844720,1016.24,63,30.46,66,354.61,5.62,9,269,39,13,785,47120,43440
1474844423,1035.95,63,30.46,65,27.04,3.37,9,269,39,13,780,46823,43440
1474844122,1034.82,63,30.47,67,359.92,9.0,9,269,39,12,775,46522,43440
1474843821,1035.08,63,30.47,62,11.36,7.87,9,269,39,12,770,46221,43440
1474843525,1039.83,63,30.47,61,350.56,11.25,9,269,39,12,765,45925,43440
1474843221,1028.93,63,30.47,60,43.99,11.25,9,269,39,12,760,45621,43440
1474842921,1041.13,63,30.47,56,336.46,4.5,9,269,39,12,755,45321,43440
1474842621,1042.65,63,30.47,54,36.15,6.75,9,269,39,12,750,45021,43440
1474842324,1043.13,63,30.47,52,3.41,7.87,9,269,39,12,745,44724,43440
1474842023,1044.56,63,30.47,54,359.91,7.87,9,269,39,12,740,44423,43440
1474841721,1047.31,64,30.48,49,359.92,5.62,9,269,39,12,735,44121,43440
1474841424,1047.37,64,30.48,48,0.11,5.62,9,269,39,12,730,43824,43440
1474841120,1045.42,64,30.48,46,1.61,11.25,9,269,39,12,725,43520,43440
1474840821,1045.82,64,30.48,43,3.03,11.25,9,269,39,12,720,43221,43440
1474840525,1042.27,64,30.48,46,16.52,5.62,9,269,39,11,715,42925,43440
1474840223,1042.78,65,30.48,46,359.92,6.75,9,269,39,11,710,42623,43440
1474839918,1038.9,64,30.48,42,8.3,6.75,9,269,39,11,705,42318,43440
1474839619,1037.95,64,30.48,41,359.92,4.5,9,269,39,11,700,42019,43440
1474839321,1032.16,64,30.49,40,40.91,3.37,9,269,39,11,695,41721,43440
1474839020,1027.8,64,30.49,38,29.43,4.5,9,269,39,11,690,41420,43440
1474838720,1021.06,64,30.49,37,11.87,7.87,9,269,39,11,685,41120,43440
1474838420,1015.44,64,30.49,34,28.23,6.75,9,269,39,11,680,40820,43440
1474838120,1008.94,64,30.49,35,0.11,6.75,9,269,39,11,675,40520,43440
1474837822,1001.91,64,30.49,30,0.12,6.75,9,269,39,11,670,40222,43440
1474837523,993.59,64,30.49,26,41.3,5.62,9,269,39,11,665,39923,43440
1474837221,987.84,64,30.49,26,36.17,7.87,9,269,39,11,660,39621,43440
1474836921,979.52,64,30.49,31,37.96,6.75,9,269,39,10,655,39321,43440
1474836619,971.51,64,30.49,29,30.24,5.62,9,269,39,10,650,39019,43440
1474836322,961.76,64,30.49,30,34.17,4.5,9,269,39,10,645,38722,43440
1474836021,953.33,64,30.49,28,0.11,2.25,9,269,39,10,640,38421,43440
1474835720,944.63,64,30.5,28,10.87,4.5,9,269,39,10,635,38120,43440
1474835421,936.17,64,30.5,26,353.2,5.62,9,269,39,10,630,37821,43440
1474835121,922.72,64,30.5,28,9.71,3.37,9,269,39,10,625,37521,43440
1474834820,912.15,64,30.5,26,53.87,4.5,9,269,39,10,620,37220,43440
1474834521,901.12,63,30.5,27,67.37,2.25,9,269,39,10,615,36921,43440
1474834221,887.45,63,30.5,29,9.78,5.62,9,269,39,10,610,36621,43440
1474833923,874.91,63,30.5,29,16.46,5.62,9,269,39,10,605,36323,43440
1474833620,861.94,63,30.5,27,50.47,7.87,9,269,39,10,600,36020,43440
1474833321,848.96,63,30.5,27,46.66,10.12,9,269,39,9,595,35721,43440
1474833020,835.11,63,30.5,30,29.96,7.87,9,269,39,9,590,35420,43440
1474832723,823.07,63,30.5,26,75.91,6.75,9,269,39,9,585,35123,43440
1474832424,806.76,63,30.5,27,4.62,6.75,9,269,39,9,580,34824,43440
1474832126,791.91,63,30.49,26,84.51,3.37,9,269,39,9,575,34526,43440
1474831820,777.13,63,30.49,26,73.88,5.62,9,269,39,9,570,34220,43440
1474831523,763.7,63,30.49,25,77.68,3.37,9,269,39,9,565,33923,43440
1474831222,746.84,63,30.49,27,35.59,5.62,9,269,39,9,560,33622,43440
1474830924,731.54,63,30.49,26,79.28,4.5,9,269,39,9,555,33324,43440
1474830628,714.1,63,30.5,26,25.13,5.62,9,269,39,9,550,33028,43440
1474830320,694.88,63,30.49,27,12.06,1.12,9,269,39,9,545,32720,43440
1474830021,675.9,63,30.49,26,89.87,3.37,9,269,39,9,540,32421,43440
1474829722,656.64,62,30.49,26,97.36,2.25,9,269,39,8,535,32122,43440
1474829423,635.72,62,30.49,26,0.12,3.37,9,269,39,8,530,31823,43440
1474829122,624.78,62,30.49,27,88.65,2.25,9,269,39,8,525,31522,43440
1474828822,599.61,62,30.49,26,124.04,4.5,9,269,39,8,520,31222,43440
1474828522,586.82,62,30.49,28,86.95,4.5,9,269,39,8,515,30922,43440
1474828225,566.79,62,30.48,28,74.32,4.5,9,269,39,8,510,30625,43440
1474827918,535.82,62,30.48,29,57.63,2.25,9,269,39,8,505,30318,43440
1474827625,496.98,62,30.48,29,57.26,9.0,9,269,39,8,500,30025,43440
1474827320,501.14,62,30.48,28,111.17,2.25,9,269,39,8,495,29720,43440
1474827020,467.46,61,30.48,29,112.6,2.25,9,269,39,8,490,29420,43440
1474826719,452.32,61,30.48,30,121.41,6.75,9,269,39,8,485,29119,43440
1474826429,432.46,61,30.48,33,144.56,2.25,9,269,39,8,480,28829,43440
1474826119,412.23,60,30.48,33,135.83,4.5,9,269,39,7,475,28519,43440
1474825820,385.29,59,30.47,34,127.86,2.25,9,269,39,7,470,28220,43440
1474825524,359.17,58,30.47,34,119.32,4.5,9,269,39,7,465,27924,43440
1474825219,348.16,57,30.47,43,149.16,4.5,9,269,39,7,460,27619,43440
1474824922,320.98,56,30.47,44,129.03,2.25,9,269,39,7,455,27322,43440
1474824623,305.52,54,30.47,51,159.56,2.25,9,269,39,7,450,27023,43440
1474824343,282.13,54,30.47,52,161.39,4.5,9,269,39,7,445,26743,43440
1474824021,255.63,53,30.47,56,156.9,5.62,9,269,39,7,440,26421,43440
1474823727,229.25,51,30.47,57,136.42,4.5,9,269,39,7,435,26127,43440
1474823423,199.3,50,30.47,61,158.71,4.5,9,269,39,7,430,25823,43440
1474823122,29.71,49,30.47,59,147.93,5.62,9,269,39,7,425,25522,43440
1474822822,27.34,48,30.47,64,155.28,6.75,9,269,39,7,420,25222,43440
1474822519,25.88,48,30.47,68,184.78,5.62,9,269,39,6,415,24919,43440
1474822222,24.39,48,30.46,68,175.66,5.62,9,269,39,6,410,24622,43440
1474821921,22.95,48,30.46,69,180.7,6.75,9,269,39,6,405,24321,43440
1474821621,21.2,47,30.46,69,187.35,7.87,9,269,39,6,400,24021,43440
1474821321,19.34,47,30.46,69,188.6,6.75,9,269,39,6,395,23721,43440
1474821022,17.21,47,30.46,68,162.57,6.75,9,269,39,6,390,23422,43440
1474820724,14.89,47,30.46,66,185.74,5.62,9,269,39,6,385,23124,43440
1474820421,11.89,47,30.46,66,185.93,6.75,9,269,39,6,380,22821,43440
1474820119,9.0,47,30.46,64,188.75,9.0,9,269,39,6,375,22519,43440
1474819821,6.35,47,30.46,64,184.2,4.5,9,269,39,6,370,22221,43440
1474819520,3.9,46,30.46,65,188.94,7.87,9,269,39,6,365,21920,43440
1474819220,2.01,46,30.46,65,188.07,10.12,9,269,39,6,360,21620,43440
1474818920,1.22,46,30.46,64,183.02,10.12,9,269,39,5,355,21320,43440
1474818621,1.25,46,30.46,64,182.63,10.12,9,269,39,5,350,21021,43440
1474818320,1.23,46,30.46,64,183.26,7.87,9,269,39,5,345,20720,43440
1474818021,1.19,46,30.46,63,175.82,7.87,9,269,39,5,340,20421,43440
1474817720,1.24,47,30.46,64,183.5,7.87,9,269,39,5,335,20120,43440
1474817422,1.22,47,30.46,62,183.92,10.12,9,269,39,5,330,19822,43440
1474817123,1.23,47,30.45,62,180.29,7.87,9,269,39,5,325,19523,43440
1474816825,1.2,46,30.45,62,178.86,7.87,9,269,39,5,320,19225,43440
1474816522,1.25,47,30.45,65,179.25,6.75,9,269,39,5,315,18922,43440
1474816230,1.28,47,30.45,62,181.77,7.87,9,269,39,5,310,18630,43440
1474815924,1.24,47,30.45,63,178.65,11.25,9,269,39,5,305,18324,43440
1474815622,1.23,47,30.45,62,181.8,7.87,9,269,39,5,300,18022,43440
1474815319,1.24,47,30.45,61,177.96,6.75,9,269,39,4,295,17719,43440
1474815024,1.22,47,30.45,61,176.98,7.87,9,269,39,4,290,17424,43440
1474814725,1.21,47,30.45,60,186.59,7.87,9,269,39,4,285,17125,43440
1474814422,1.25,47,30.45,60,178.78,6.75,9,269,39,4,280,16822,43440
1474814121,1.22,47,30.45,61,182.15,7.87,9,269,39,4,275,16521,43440
1474813819,1.24,47,30.45,60,175.29,6.75,9,269,39,4,270,16219,43440
1474813520,1.24,47,30.45,60,175.5,6.75,9,269,39,4,265,15920,43440
1474813224,1.22,47,30.45,61,182.15,9.0,9,269,39,4,260,15624,43440
1474812921,1.22,47,30.45,60,175.09,6.75,9,269,39,4,255,15321,43440
1474812621,1.23,47,30.45,62,177.67,7.87,9,269,39,4,250,15021,43440
1474812330,1.2,47,30.45,61,179.66,6.75,9,269,39,4,245,14730,43440
1474812021,1.22,47,30.45,61,177.18,9.0,9,269,39,4,240,14421,43440
1474811726,1.19,47,30.45,63,174.77,5.62,9,269,39,3,235,14126,43440
1474811419,1.23,47,30.45,62,181.25,7.87,9,269,39,3,230,13819,43440
1474811118,1.27,47,30.45,62,186.54,9.0,9,269,39,3,225,13518,43440
1474810819,1.24,47,30.45,64,185.04,7.87,9,269,39,3,220,13219,43440
1474810522,1.24,47,30.45,64,181.16,7.87,9,269,39,3,215,12922,43440
1474810221,1.24,47,30.45,66,184.59,7.87,9,269,39,3,210,12621,43440
1474809929,1.22,47,30.45,65,171.01,5.62,9,269,39,3,205,12329,43440
1474809621,1.22,47,30.45,66,180.07,9.0,9,269,39,3,200,12021,43440
1474809321,1.26,47,30.45,67,180.78,9.0,9,269,39,3,195,11721,43440
1474809028,1.26,47,30.45,67,181.57,9.0,9,269,39,3,190,11428,43440
1474808718,1.25,47,30.45,68,182.66,7.87,9,269,39,3,185,11118,43440
1474808426,1.22,47,30.45,69,177.32,7.87,9,269,39,3,180,10826,43440
1474808126,1.22,47,30.45,69,178.56,9.0,9,269,39,2,175,10526,43440
1474807822,1.23,47,30.45,71,181.67,7.87,9,269,39,2,170,10222,43440
1474807524,1.26,47,30.45,69,181.53,5.62,9,269,39,2,165,9924,43440
1474807222,1.23,47,30.45,73,175.22,6.75,9,269,39,2,160,9622,43440
1474806919,1.24,47,30.45,73,178.82,7.87,9,269,39,2,155,9319,43440
1474806620,1.23,46,30.45,73,182.27,6.75,9,269,39,2,150,9020,43440
1474806323,1.22,46,30.45,74,184.76,7.87,9,269,39,2,145,8723,43440
1474806024,1.19,46,30.46,74,184.99,10.12,9,269,39,2,140,8424,43440
1474805720,1.25,46,30.46,73,188.52,6.75,9,269,39,2,135,8120,43440
1474805418,1.23,46,30.46,73,182.45,5.62,9,269,39,2,130,7818,43440
1474805125,1.22,46,30.46,71,182.24,6.75,9,269,39,2,125,7525,43440
1474804821,1.19,47,30.46,73,168.43,5.62,9,269,39,2,120,7221,43440
1474804519,1.24,47,30.46,74,169.61,5.62,9,269,39,1,115,6919,43440
1474804221,1.19,47,30.46,75,172.22,4.5,9,269,39,1,110,6621,43440
1474803922,1.26,47,30.46,75,183.74,6.75,9,269,39,1,105,6322,43440
1474803622,1.24,47,30.47,75,189.79,7.87,9,269,39,1,100,6022,43440
1474803323,1.23,47,30.46,72,174.55,4.5,9,269,39,1,95,5723,43440
1474803020,1.26,47,30.47,73,174.42,7.87,9,269,39,1,90,5420,43440
1474802721,1.22,47,30.47,73,173.51,5.62,9,269,39,1,85,5121,43440
1474802424,1.22,47,30.47,75,171.9,4.5,9,269,39,1,80,4824,43440
1474802121,1.22,47,30.47,75,177.1,4.5,9,269,39,1,75,4521,43440
1474801820,1.2,47,30.47,76,182.7,7.87,9,269,39,1,70,4220,43440
1474801225,1.19,47,30.47,75,190.65,6.75,9,269,39,1,60,3625,43440
1474800621,1.23,47,30.47,74,175.29,6.75,9,269,39,0,50,3021,43440
1474800318,1.22,47,30.48,74,173.32,4.5,9,269,39,0,45,2718,43440
1474800021,1.24,48,30.48,75,179.2,5.62,9,269,39,0,40,2421,43440
1474799724,1.19,48,30.48,75,175.41,5.62,9,269,39,0,35,2124,43440
1474799420,1.2,48,30.48,73,177.84,6.75,9,269,39,0,30,1820,43440
1474799121,1.2,48,30.48,73,175.5,4.5,9,269,39,0,25,1521,43440
1474798222,1.21,48,30.49,69,159.48,5.62,9,269,39,0,10,622,43440
1474797920,1.23,48,30.49,74,157.44,5.62,9,269,39,0,5,320,43440
1474797619,1.23,48,30.48,72,153.45,5.62,9,269,39,0,0,19,43440
1474797320,1.21,48,30.49,70,169.88,5.62,9,268,38,23,1435,86120,43500
1474797022,1.24,48,30.49,71,169.68,4.5,9,268,38,23,1430,85822,43500
1474796722,1.24,48,30.49,73,175.24,5.62,9,268,38,23,1425,85522,43500
1474796421,1.24,48,30.49,72,171.54,3.37,9,268,38,23,1420,85221,43500
1474796118,1.23,48,30.49,74,154.1,4.5,9,268,38,23,1415,84918,43500
1474795819,1.25,48,30.49,72,170.77,5.62,9,268,38,23,1410,84619,43500
1474795524,1.22,48,30.49,74,185.82,6.75,9,268,38,23,1405,84324,43500
1474795219,1.25,48,30.49,72,191.62,5.62,9,268,38,23,1400,84019,43500
1474794927,1.21,48,30.49,72,169.84,4.5,9,268,38,23,1395,83727,43500
1474794624,1.25,48,30.49,70,177.87,6.75,9,268,38,23,1390,83424,43500
1474794321,1.26,48,30.49,73,170.13,5.62,9,268,38,23,1385,83121,43500
1474794020,1.22,48,30.5,70,161.39,4.5,9,268,38,23,1380,82820,43500
1474793720,1.22,49,30.5,70,152.06,5.62,9,268,38,22,1375,82520,43500
1474793423,1.23,49,30.5,71,161.25,4.5,9,268,38,22,1370,82223,43500
1474793122,1.25,49,30.5,69,185.29,3.37,9,268,38,22,1365,81922,43500
1474792821,1.27,49,30.5,69,170.44,3.37,9,268,38,22,1360,81621,43500
1474792520,1.22,49,30.5,70,149.63,7.87,9,268,38,22,1355,81320,43500
1474792219,1.2,49,30.5,71,168.43,4.5,9,268,38,22,1350,81019,43500
1474791922,1.22,49,30.5,70,164.94,4.5,9,268,38,22,1345,80722,43500
1474791619,1.24,49,30.5,71,154.95,5.62,9,268,38,22,1340,80419,43500
1474791318,1.24,49,30.5,73,150.91,5.62,9,268,38,22,1335,80118,43500
1474791023,1.22,49,30.5,74,169.48,4.5,9,268,38,22,1330,79823,43500
1474790726,1.25,49,30.5,73,159.64,4.5,9,268,38,22,1325,79526,43500
1474790424,1.21,49,30.51,72,152.72,4.5,9,268,38,22,1320,79224,43500
1474790124,1.21,49,30.51,70,172.41,3.37,9,268,38,21,1315,78924,43500
1474789820,1.23,49,30.51,72,158.13,4.5,9,268,38,21,1310,78620,43500
1474789522,1.25,49,30.5,72,177.73,5.62,9,268,38,21,1305,78322,43500
1474789222,1.26,50,30.5,73,168.2,4.5,9,268,38,21,1300,78022,43500
1474788922,1.23,50,30.5,73,160.93,4.5,9,268,38,21,1295,77722,43500
1474788627,1.22,50,30.5,73,154.97,5.62,9,268,38,21,1290,77427,43500
1474788322,1.24,50,30.5,74,166.08,3.37,9,268,38,21,1285,77122,43500
1474788022,1.24,50,30.5,76,143.42,5.62,9,268,38,21,1280,76822,43500
1474787719,1.24,50,30.5,75,162.42,5.62,9,268,38,21,1275,76519,43500
1474787420,1.21,50,30.5,72,160.24,5.62,9,268,38,21,1270,76220,43500
1474787118,1.26,50,30.5,73,135.21,3.37,9,268,38,21,1265,75918,43500
1474786820,1.21,51,30.5,74,154.75,5.62,9,268,38,21,1260,75620,43500
1474786521,1.26,51,30.5,74,163.25,4.5,9,268,38,20,1255,75321,43500
1474786222,1.24,51,30.5,77,148.01,4.5,9,268,38,20,1250,75022,43500
1474785922,1.25,51,30.5,75,163.29,5.62,9,268,38,20,1245,74722,43500
1474785620,1.24,51,30.5,75,167.69,5.62,9,268,38,20,1240,74420,43500
1474785325,1.23,51,30.5,74,159.56,3.37,9,268,38,20,1235,74125,43500
1474785021,1.23,51,30.49,76,135.06,4.5,9,268,38,20,1230,73821,43500
1474784718,1.23,51,30.49,74,160.41,3.37,9,268,38,20,1225,73518,43500
1474784422,1.24,51,30.49,72,159.05,3.37,9,268,38,20,1220,73222,43500
1474784119,1.26,51,30.49,70,163.7,3.37,9,268,38,20,1215,72919,43500
1474783820,1.24,51,30.49,76,156.96,5.62,9,268,38,20,1210,72620,43500
1474783521,1.24,51,30.48,79,160.71,5.62,9,268,38,20,1205,72321,43500
1474783218,1.27,52,30.48,87,171.23,4.5,9,268,38,20,1200,72018,43500
1474782919,1.24,52,30.48,87,165.72,3.37,9,268,38,19,1195,71719,43500
1474782624,1.24,52,30.48,87,155.62,4.5,9,268,38,19,1190,71424,43500
1474782324,1.23,52,30.48,87,160.72,4.5,9,268,38,19,1185,71124,43500
1474782021,1.24,52,30.48,87,151.11,4.5,9,268,38,19,1180,70821,43500
1474781723,1.21,53,30.48,87,153.92,4.5,9,268,38,19,1175,70523,43500
1474781421,1.23,53,30.48,85,155.29,4.5,9,268,38,19,1170,70221,43500
1474781119,1.25,53,30.48,86,148.71,2.25,9,268,38,19,1165,69919,43500
1474780822,1.24,54,30.47,85,134.03,0.0,9,268,38,19,1160,69622,43500
1474780522,1.24,54,30.47,84,128.91,4.5,9,268,38,19,1155,69322,43500
1474780221,1.23,54,30.47,84,138.0,2.25,9,268,38,19,1150,69021,43500
1474779922,1.28,54,30.47,84,120.96,4.5,9,268,38,19,1145,68722,43500
1474779622,1.25,54,30.47,86,144.1,2.25,9,268,38,19,1140,68422,43500
1474779321,1.26,54,30.47,87,108.93,4.5,9,268,38,18,1135,68121,43500
1474779019,1.26,54,30.47,88,160.54,4.5,9,268,38,18,1130,67819,43500
1474778721,1.23,54,30.47,92,103.14,6.75,9,268,38,18,1125,67521,43500
1474778420,1.24,54,30.46,95,116.24,4.5,9,268,38,18,1120,67220,43500
1474778124,1.28,55,30.46,97,140.86,4.5,9,268,38,18,1115,66924,43500
1474777821,1.29,55,30.46,99,91.59,4.5,9,268,38,18,1110,66621,43500
1474777519,1.76,55,30.46,98,87.07,3.37,9,268,38,18,1105,66319,43500
1474777219,2.92,56,30.46,98,91.72,2.25,9,268,38,18,1100,66019,43500
1474776918,4.14,56,30.46,98,75.24,2.25,9,268,38,18,1095,65718,43500
1474776624,5.49,56,30.46,98,73.96,0.0,9,268,38,18,1090,65424,43500
1474776340,10.33,56,30.46,97,73.96,2.25,9,268,38,18,1085,65140,43500
1474776024,11.23,56,30.45,97,73.96,1.12,9,268,38,18,1080,64824,43500
1474775722,15.14,56,30.45,96,73.17,1.12,9,268,38,17,1075,64522,43500
1474775424,17.74,56,30.45,96,128.97,0.0,9,268,38,17,1070,64224,43500
1474775119,30.36,56,30.45,96,128.97,1.12,9,268,38,17,1065,63919,43500
1474774823,19.71,57,30.45,96,129.6,3.37,9,268,38,17,1060,63623,43500
1474774519,19.19,57,30.45,96,55.34,1.12,9,268,38,17,1055,63319,43500
1474774221,32.02,57,30.45,96,122.73,2.25,9,268,38,17,1050,63021,43500
1474773919,25.48,57,30.45,96,122.02,3.37,9,268,38,17,1045,62719,43500
1474773624,26.76,57,30.45,96,71.28,4.5,9,268,38,17,1040,62424,43500
1474773318,56.1,57,30.45,97,120.03,3.37,9,268,38,17,1035,62118,43500
1474773021,35.5,57,30.45,96,67.32,1.12,9,268,38,17,1030,61821,43500
1474772720,42.67,57,30.45,95,22.84,2.25,9,268,38,17,1025,61520,43500
1474772422,50.46,57,30.45,95,27.74,1.12,9,268,38,17,1020,61222,43500
1474772121,145.68,57,30.44,95,40.68,2.25,9,268,38,16,1015,60921,43500
1474771818,94.6,58,30.44,95,32.12,4.5,9,268,38,16,1010,60618,43500
1474771520,106.28,58,30.44,95,44.31,3.37,9,268,38,16,1005,60320,43500
1474771221,55.25,58,30.44,94,25.37,2.25,9,268,38,16,1000,60021,43500
1474770925,30.57,58,30.44,93,21.34,6.75,9,268,38,16,995,59725,43500
1474770621,50.05,59,30.44,92,26.03,4.5,9,268,38,16,990,59421,43500
1474770321,60.98,59,30.44,91,0.3,5.62,9,268,38,16,985,59121,43500
1474770024,65.36,59,30.45,90,33.72,4.5,9,268,38,16,980,58824,43500
1474769722,48.48,60,30.44,88,34.77,4.5,9,268,38,16,975,58522,43500
1474769423,65.73,61,30.44,88,19.13,2.25,9,268,38,16,970,58223,43500
1474769124,248.06,61,30.44,87,9.04,2.25,9,268,38,16,965,57924,43500
1474768821,211.19,61,30.44,87,348.83,2.25,9,268,38,16,960,57621,43500
1474768519,419.04,61,30.44,88,1.09,3.37,9,268,38,15,955,57319,43500
1474768222,737.84,61,30.44,88,357.68,4.5,9,268,38,15,950,57022,43500
1474767920,322.79,61,30.44,87,39.43,4.5,9,268,38,15,945,56720,43500
1474767620,681.76,61,30.44,89,14.6,1.12,9,268,38,15,940,56420,43500
1474767321,684.71,60,30.44,90,2.24,4.5,9,268,38,15,935,56121,43500
1474767020,298.25,60,30.44,91,20.97,3.37,9,268,38,15,930,55820,43500
1474766720,335.49,60,30.44,91,15.89,4.5,9,268,38,15,925,55520,43500
1474766421,360.49,60,30.44,92,29.75,4.5,9,268,38,15,920,55221,43500
1474766124,422.87,59,30.44,92,0.11,3.37,9,268,38,15,915,54924,43500
1474765819,240.64,59,30.44,93,17.82,3.37,9,268,38,15,910,54619,43500
1474765519,253.67,59,30.44,93,35.64,3.37,9,268,38,15,905,54319,43500
1474765220,228.14,59,30.44,92,24.02,2.25,9,268,38,15,900,54020,43500
1474764923,222.75,59,30.44,92,33.44,3.37,9,268,38,14,895,53723,43500
1474764618,127.81,59,30.44,92,348.88,4.5,9,268,38,14,890,53418,43500
1474764320,129.92,59,30.44,90,9.41,4.5,9,268,38,14,885,53120,43500
1474764020,126.93,59,30.44,91,353.76,3.37,9,268,38,14,880,52820,43500
1474763720,180.03,59,30.44,92,28.54,3.37,9,268,38,14,875,52520,43500
1474763420,102.21,59,30.44,91,3.9,3.37,9,268,38,14,870,52220,43500
1474763117,83.1,59,30.44,90,15.92,2.25,9,268,38,14,865,51917,43500
1474762821,96.31,59,30.44,90,15.86,3.37,9,268,38,14,860,51621,43500
1474762522,109.2,59,30.44,90,6.02,1.12,9,268,38,14,855,51322,43500
1474762219,117.52,59,30.45,89,358.48,6.75,9,268,38,14,850,51019,43500
1474761923,188.89,59,30.44,89,359.4,1.12,9,268,38,14,845,50723,43500
1474761618,141.29,59,30.45,90,336.54,9.0,9,268,38,14,840,50418,43500
1474761321,171.07,60,30.45,90,350.57,7.87,9,268,38,13,835,50121,43500
1474761030,134.16,60,30.45,88,336.49,3.37,9,268,38,13,830,49830,43500
1474760725,162.76,60,30.45,89,332.95,1.12,9,268,38,13,825,49525,43500
1474760420,290.83,59,30.45,89,333.89,6.75,9,268,38,13,820,49220,43500
1474760123,125.38,59,30.45,89,350.71,2.25,9,268,38,13,815,48923,43500
1474759822,133.03,59,30.45,89,336.7,4.5,9,268,38,13,810,48622,43500
1474759519,145.0,60,30.46,89,11.03,5.62,9,268,38,13,805,48319,43500
1474759219,220.23,60,30.46,90,1.02,4.5,9,268,38,13,800,48019,43500
1474758924,285.27,60,30.46,90,0.58,5.62,9,268,38,13,795,47724,43500
1474758619,530.56,60,30.46,88,19.96,5.62,9,268,38,13,790,47419,43500
1474758320,394.28,60,30.46,91,359.76,5.62,9,268,38,13,785,47120,43500
1474758022,391.14,60,30.46,89,27.92,3.37,9,268,38,13,780,46822,43500
1474757721,222.25,60,30.46,91,359.93,7.87,9,268,38,12,775,46521,43500
1474757425,793.83,60,30.46,91,2.37,7.87,9,268,38,12,770,46225,43500
1474757122,624.65,60,30.46,90,0.11,6.75,9,268,38,12,765,45922,43500
1474756821,1254.53,59,30.46,89,17.67,6.75,9,268,38,12,760,45621,43500
1474756527,299.84,59,30.47,89,0.86,5.62,9,268,38,12,755,45327,43500
1474756220,275.08,59,30.47,89,336.31,5.62,9,268,38,12,750,45020,43500
1474755922,147.01,60,30.47,88,18.26,9.0,9,268,38,12,745,44722,43500
1474755618,112.05,60,30.47,89,358.25,5.62,9,268,38,12,740,44418,43500
1474755320,128.25,60,30.47,89,332.06,5.62,9,268,38,12,735,44120,43500
1474755021,144.48,61,30.47,88,1.74,10.12,9,268,38,12,730,43821,43500
1474754725,128.72,61,30.47,84,11.26,5.62,9,268,38,12,725,43525,43500
1474754420,82.81,62,30.47,84,307.15,6.75,9,268,38,12,720,43220,43500
1474754122,160.39,63,30.47,83,49.25,3.37,9,268,38,11,715,42922,43500
1474753823,132.43,63,30.47,83,352.31,3.37,9,268,38,11,710,42623,43500
1474753522,377.11,64,30.47,79,90.25,4.5,9,268,38,11,705,42322,43500
1474753224,654.55,63,30.48,78,359.83,6.75,9,268,38,11,700,42024,43500
1474752928,496.4,64,30.48,80,336.44,6.75,9,268,38,11,695,41728,43500
1474752626,1219.12,63,30.48,82,13.57,7.87,9,268,38,11,690,41426,43500
1474752322,1088.79,63,30.48,81,320.94,3.37,9,268,38,11,685,41122,43500
1474752022,1093.31,63,30.48,83,59.87,10.12,9,268,38,11,680,40822,43500
1474751720,735.31,63,30.48,85,2.2,3.37,9,268,38,11,675,40520,43500
1474751424,1248.63,62,30.48,83,37.42,4.5,9,268,38,11,670,40224,43500
1474751122,1171.12,62,30.48,88,345.84,6.75,9,268,38,11,665,39922,43500
1474750820,804.96,62,30.49,89,3.78,9.0,9,268,38,11,660,39620,43500
1474750522,734.86,62,30.49,89,8.72,7.87,9,268,38,10,655,39322,43500
1474750223,1149.88,62,30.49,87,30.39,5.62,9,268,38,10,650,39023,43500
1474749922,1119.04,61,30.48,89,28.07,6.75,9,268,38,10,645,38722,43500
1474749623,1104.03,61,30.48,90,0.13,6.75,9,268,38,10,640,38423,43500
1474749318,1007.2,61,30.49,91,45.26,5.62,9,268,38,10,635,38118,43500
1474749023,365.32,61,30.49,91,11.57,6.75,9,268,38,10,630,37823,43500
1474748725,855.12,61,30.49,91,14.04,7.87,9,268,38,10,625,37525,43500
1474748425,285.67,61,30.49,91,40.88,4.5,9,268,38,10,620,37225,43500
1474748120,912.6,61,30.49,88,1.43,6.75,9,268,38,10,615,36920,43500
1474747819,956.45,62,30.49,90,6.47,5.62,9,268,38,10,610,36619,43500
1474747522,867.08,62,30.49,87,27.69,6.75,9,268,38,10,605,36322,43500
1474747219,845.17,62,30.49,85,34.38,4.5,9,268,38,10,600,36019,43500
1474746925,832.89,62,30.49,85,18.85,5.62,9,268,38,9,595,35725,43500
1474746624,817.94,62,30.49,84,43.97,4.5,9,268,38,9,590,35424,43500
1474746324,806.66,62,30.49,82,62.74,2.25,9,268,38,9,585,35124,43500
1474746020,789.56,62,30.49,79,0.11,6.75,9,268,38,9,580,34820,43500
1474745720,771.11,62,30.49,78,46.37,4.5,9,268,38,9,575,34520,43500
1474745423,758.48,61,30.49,79,35.79,1.12,9,268,38,9,570,34223,43500
1474745122,745.24,61,30.49,80,35.82,2.25,9,268,38,9,565,33922,43500
1474744819,724.58,61,30.49,81,4.62,2.25,9,268,38,9,560,33619,43500
1474744524,699.44,61,30.49,81,6.8,2.25,9,268,38,9,555,33324,43500
1474744220,681.58,61,30.49,82,336.49,2.25,9,268,38,9,550,33020,43500
1474743921,653.4,61,30.49,78,16.64,3.37,9,268,38,9,545,32721,43500
1474743618,619.35,61,30.49,80,174.06,2.25,9,268,38,9,540,32418,43500
1474743324,611.55,60,30.49,79,13.23,2.25,9,268,38,8,535,32124,43500
